Mine_ID,Mine_Name,District,State,Mine_Type,Date,Production_Target_Tonnes,Actual_Production_Tonnes,Equipment_Availability_Pct,Equipment_Downtime_Hours,Rainfall_mm,Blasting_Delay_Days,Working_Days
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2023-02-01,15008.0,11356.0,89.2,22.3,17.1,0,21
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2023-03-01,15594.0,16633.0,87.7,49.3,11.5,0,26
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2023-04-01,15404.0,14413.0,89.7,29.5,10.8,0,23
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2023-05-01,15491.0,14745.0,82.2,55.8,35.7,0,26
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2023-06-01,12870.0,8918.0,81.4,56.4,256.3,1,24
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2023-07-01,12728.0,9892.0,83.7,39.3,174.7,1,25
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2023-08-01,11902.0,8772.0,82.7,42.9,267.5,2,24
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2023-09-01,12752.0,10910.0,77.4,87.1,156.4,0,25
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2023-10-01,14134.0,11843.0,86.2,41.5,55.0,0,24
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2023-11-01,15256.0,13689.0,86.5,45.2,28.2,0,24
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2023-12-01,15463.0,11258.0,85.2,52.3,11.9,2,23
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2024-01-01,15985.0,16112.0,87.3,43.5,6.9,0,26
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2024-02-01,15107.0,13279.0,84.2,53.2,17.3,0,23
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2024-03-01,16314.0,15323.0,89.4,35.3,14.5,0,25
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2024-04-01,15406.0,13719.0,84.1,38.8,17.9,0,25
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2024-05-01,16451.0,14781.0,84.6,51.9,20.3,0,25
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2024-06-01,13679.0,10693.0,77.9,49.8,179.3,0,23
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2024-07-01,11787.0,8148.0,81.7,65.4,273.5,0,24
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2024-08-01,12705.0,9079.0,83.2,52.2,269.3,1,25
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2024-09-01,12589.0,10387.0,85.5,41.5,96.0,0,23
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2024-10-01,15044.0,11580.0,83.3,50.6,79.6,2,25
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2024-11-01,15721.0,12573.0,88.4,42.2,26.6,3,24
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2024-12-01,15577.0,12593.0,90.4,29.5,7.1,0,23
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2025-01-01,15875.0,15011.0,79.7,70.2,8.5,0,26
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2025-02-01,15832.0,11750.0,86.4,43.0,16.5,0,21
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2025-03-01,16415.0,14206.0,86.3,46.1,22.3,1,24
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2025-04-01,16222.0,15920.0,88.5,30.2,22.6,0,25
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2025-05-01,15596.0,14110.0,90.2,32.4,38.1,2,26
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2025-06-01,14266.0,10859.0,83.7,41.3,173.9,2,22
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2025-07-01,12650.0,10642.0,80.7,57.2,268.7,0,26
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2025-08-01,12845.0,9486.0,81.0,56.5,129.7,0,25
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2025-09-01,14098.0,12481.0,83.4,56.5,159.2,0,24
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2025-10-01,15092.0,13387.0,81.5,50.3,56.7,0,26
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2025-11-01,15514.0,13500.0,87.5,27.7,23.0,0,23
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2025-12-01,15601.0,14596.0,90.1,37.9,8.0,0,25
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2022-01-01,10157.0,9125.0,85.3,44.4,8.5,0,25
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2022-02-01,9915.0,8065.0,87.6,39.1,12.6,2,23
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2022-03-01,10371.0,8896.0,86.4,42.3,9.6,3,26
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2022-04-01,10110.0,9010.0,86.2,48.1,14.3,0,25
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2022-05-01,10058.0,8808.0,90.4,27.9,27.4,0,24
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2022-06-01,8646.0,7224.0,83.6,39.7,172.7,0,25
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2022-07-01,8605.0,6491.0,76.7,70.3,334.5,0,24
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2022-08-01,8178.0,6415.0,81.1,49.0,306.7,1,25
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2022-09-01,8852.0,6983.0,78.1,75.2,131.1,0,25
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2022-10-01,9007.0,8422.0,86.7,47.8,49.8,0,25
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2022-11-01,10118.0,9541.0,85.0,40.7,23.7,2,25
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2022-12-01,10255.0,9307.0,83.5,50.7,12.9,0,26
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2023-01-01,9873.0,8798.0,87.5,30.2,7.4,0,25
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2023-02-01,10267.0,8809.0,85.4,36.5,12.6,0,22
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2023-03-01,10334.0,9821.0,86.2,53.8,9.7,0,26
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2023-04-01,10247.0,9236.0,84.9,49.2,22.3,0,24
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2023-05-01,9912.0,9357.0,87.1,34.3,38.7,0,25
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2023-06-01,8976.0,6465.0,79.2,48.2,201.3,0,24
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2023-07-01,7921.0,6640.0,84.0,39.1,312.9,0,25
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2023-08-01,8556.0,6188.0,81.8,52.9,248.2,0,24
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2023-09-01,8980.0,5833.0,76.0,66.8,209.3,4,25
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2023-10-01,9865.0,9541.0,87.3,39.4,61.9,0,25
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2023-11-01,10162.0,9345.0,86.1,49.0,29.9,0,23
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2023-12-01,10074.0,9220.0,89.7,28.1,6.7,1,25
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2024-01-01,10114.0,9598.0,88.2,43.1,8.9,0,26
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2024-02-01,9632.0,8125.0,89.1,26.0,13.0,0,24
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2024-03-01,10081.0,8338.0,83.6,59.2,17.5,0,24
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2024-04-01,9884.0,8309.0,91.4,29.7,22.3,2,25
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2024-05-01,10716.0,9917.0,87.3,37.3,40.0,0,26
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2024-06-01,9451.0,8132.0,85.4,42.2,137.0,0,23
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2024-07-01,8452.0,7268.0,80.4,59.9,338.7,0,26
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2024-08-01,8160.0,6915.0,83.5,61.3,265.7,0,26
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2024-09-01,9362.0,6985.0,80.9,43.6,232.3,0,23
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2024-10-01,9621.0,9557.0,85.6,42.9,87.5,0,26
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2024-11-01,10421.0,8031.0,92.8,26.6,31.9,3,24
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2024-12-01,10139.0,7556.0,90.7,27.2,6.6,3,24
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2025-01-01,10935.0,11570.0,86.5,54.9,7.1,0,26
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2025-02-01,10313.0,8612.0,84.1,45.2,10.5,0,23
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2025-03-01,10151.0,8448.0,85.2,43.7,20.7,0,24
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2025-04-01,10621.0,9617.0,87.6,41.7,19.4,1,25
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2025-05-01,10843.0,7530.0,91.0,25.5,49.6,5,25
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2025-06-01,9411.0,7170.0,80.4,62.8,221.7,0,24
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2025-07-01,8649.0,7110.0,80.8,60.7,172.8,0,26
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2025-08-01,8348.0,6000.0,74.6,75.5,250.8,0,24
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2025-09-01,9093.0,7709.0,85.6,37.6,128.6,0,24
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2025-10-01,10142.0,9439.0,85.3,57.7,60.1,0,25
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2025-11-01,10371.0,8916.0,87.6,40.9,16.2,0,23
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2025-12-01,10186.0,9640.0,84.6,59.0,11.9,0,25
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2022-01-01,27538.0,25942.0,83.9,50.0,11.1,0,25
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2022-02-01,29213.0,24517.0,85.5,46.0,13.8,0,23
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2022-03-01,27722.0,23924.0,83.9,57.2,19.6,0,24
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2022-04-01,26889.0,24019.0,82.9,61.2,13.5,0,24
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2022-05-01,27807.0,22716.0,82.9,64.1,28.7,0,24
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2022-06-01,24778.0,17377.0,81.1,62.6,207.7,0,23
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2022-07-01,22494.0,17224.0,80.7,51.4,366.7,3,25
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2022-08-01,22764.0,16951.0,90.2,28.5,204.9,2,26
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2022-09-01,23911.0,20500.0,88.1,38.9,274.3,0,25
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2022-10-01,26672.0,22249.0,84.0,51.7,70.2,1,24
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2022-11-01,27962.0,25947.0,86.3,44.0,34.9,0,25
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2022-12-01,28111.0,24607.0,90.7,35.9,14.4,0,26
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2023-01-01,28405.0,23531.0,86.4,47.7,6.2,0,23
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2023-02-01,29350.0,24981.0,86.2,41.5,14.0,0,23
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2023-03-01,27655.0,25590.0,85.5,60.3,22.4,0,26
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2023-04-01,28322.0,26240.0,92.3,25.5,21.9,0,24
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2023-05-01,29733.0,28187.0,89.0,27.6,46.3,0,25
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2023-06-01,25719.0,18353.0,84.9,40.3,280.0,4,25
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2023-07-01,22018.0,15705.0,84.3,49.3,458.8,2,23
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2023-08-01,23606.0,18217.0,81.9,50.8,240.3,3,26
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2023-09-01,24145.0,18977.0,85.2,55.4,182.6,0,24
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2023-10-01,26097.0,22210.0,89.5,37.3,87.9,0,24
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2023-11-01,28854.0,24284.0,91.3,21.3,21.9,0,25
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2023-12-01,29175.0,25499.0,86.0,49.5,14.8,0,23
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2024-01-01,29756.0,29475.0,87.4,52.4,7.6,0,26
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2024-02-01,29007.0,26342.0,86.9,46.0,12.1,0,24
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2024-03-01,30810.0,30922.0,88.9,41.5,23.0,0,25
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2024-04-01,30433.0,25741.0,85.9,45.8,33.1,0,23
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2024-05-01,29645.0,28579.0,88.7,30.9,38.2,0,25
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2024-06-01,25491.0,21569.0,82.3,43.4,173.2,0,23
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2024-07-01,24965.0,19334.0,79.5,55.1,262.2,0,25
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2024-08-01,25868.0,18658.0,76.9,70.3,398.5,2,25
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2024-09-01,24676.0,19564.0,87.2,37.8,123.5,2,24
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2024-10-01,27133.0,21645.0,89.7,41.2,78.7,4,25
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2024-11-01,28560.0,24135.0,86.4,46.4,25.0,0,23
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2024-12-01,28731.0,24459.0,81.9,66.6,7.0,0,25
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2025-01-01,29361.0,27248.0,83.1,42.3,7.4,0,25
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2025-02-01,29917.0,24300.0,91.1,21.4,10.9,0,23
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2025-03-01,28684.0,24391.0,81.7,57.4,16.8,0,25
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2025-04-01,30357.0,25392.0,85.8,44.5,27.7,0,24
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2025-05-01,29451.0,30698.0,92.1,30.7,39.7,0,26
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2025-06-01,27484.0,22518.0,88.7,34.5,192.8,0,24
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2025-07-01,23283.0,18894.0,84.3,44.7,250.2,1,25
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2025-08-01,24748.0,20088.0,80.5,49.5,332.3,0,25
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2025-09-01,26367.0,21677.0,81.7,51.2,158.3,1,25
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2025-10-01,27976.0,25056.0,84.9,49.9,83.3,0,26
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2025-11-01,31309.0,23930.0,80.6,47.2,12.7,0,23
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2025-12-01,28748.0,27258.0,85.2,47.6,15.5,0,25
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2022-01-01,19658.0,16772.0,95.2,12.2,4.4,2,24
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2022-02-01,20754.0,16535.0,88.6,37.8,11.9,3,23
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2022-03-01,20920.0,20894.0,92.0,20.2,16.5,0,26
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2022-04-01,20118.0,17295.0,91.5,22.1,22.6,0,23
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2022-05-01,20526.0,17981.0,92.9,28.0,31.3,3,25
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2022-06-01,16849.0,14159.0,82.3,66.1,140.8,0,25
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2022-07-01,15888.0,12084.0,78.7,66.3,348.1,0,25
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2022-08-01,16419.0,13355.0,84.2,39.3,360.0,1,25
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2022-09-01,18334.0,14367.0,87.4,32.7,203.7,1,24
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2022-10-01,18959.0,17696.0,84.3,52.7,106.8,0,25
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2022-11-01,20439.0,18437.0,93.8,21.2,34.9,0,23
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2022-12-01,21447.0,23043.0,86.6,36.1,13.0,0,26
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2023-01-01,20601.0,19582.0,96.2,10.2,10.2,0,25
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2023-02-01,21533.0,18720.0,88.8,28.5,15.4,0,23
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2023-03-01,20050.0,20858.0,91.3,26.8,19.1,0,26
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2023-04-01,20731.0,19210.0,88.6,32.9,18.1,0,24
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2023-05-01,20094.0,19596.0,89.4,42.9,44.4,0,26
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2023-06-01,18251.0,15694.0,87.3,30.6,190.8,1,24
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2023-07-01,15383.0,12912.0,83.1,60.6,304.6,0,24
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2023-08-01,16443.0,12736.0,82.0,56.8,240.4,1,26
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2023-09-01,18774.0,15095.0,84.3,59.3,135.8,4,24
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2023-10-01,19078.0,15774.0,94.9,18.2,105.2,3,24
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2023-11-01,19229.0,18456.0,89.4,39.8,34.0,0,25
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2023-12-01,20652.0,20929.0,89.7,36.7,11.3,0,25
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2024-01-01,21569.0,20749.0,88.6,47.2,12.3,2,26
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2024-02-01,21557.0,18957.0,83.3,42.6,15.8,2,24
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2024-03-01,20510.0,18979.0,89.3,37.0,13.6,0,25
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2024-04-01,21244.0,17159.0,89.6,23.7,20.1,2,23
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2024-05-01,19760.0,19405.0,89.9,30.7,39.4,0,25
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2024-06-01,17942.0,14663.0,84.0,57.3,193.1,0,24
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2024-07-01,16633.0,13605.0,84.8,39.9,162.2,0,24
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2024-08-01,16828.0,13720.0,90.2,35.4,177.1,1,25
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2024-09-01,18618.0,14280.0,85.5,48.9,197.2,2,24
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2024-10-01,19072.0,18588.0,92.3,29.8,60.7,0,26
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2024-11-01,21336.0,17046.0,94.0,16.3,23.1,5,24
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2024-12-01,19672.0,17977.0,85.4,41.0,6.3,0,24
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2025-01-01,21598.0,18704.0,91.6,30.6,11.3,3,25
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2025-02-01,22213.0,18931.0,92.7,22.6,15.4,0,23
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2025-03-01,20715.0,19764.0,92.2,20.8,14.1,0,24
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2025-04-01,19931.0,18075.0,89.1,40.7,17.3,0,24
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2025-05-01,21331.0,20590.0,95.7,11.5,29.5,0,25
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2025-06-01,19291.0,13638.0,79.5,72.9,255.5,1,23
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2025-07-01,16431.0,13772.0,84.5,54.1,370.6,0,25
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2025-08-01,16213.0,13653.0,86.9,43.1,428.7,1,25
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2025-09-01,17877.0,14348.0,84.4,35.9,302.4,0,24
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2025-10-01,21800.0,19961.0,91.8,20.0,77.3,0,24
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2025-11-01,22051.0,14398.0,89.4,26.0,26.4,5,24
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2025-12-01,20633.0,20480.0,95.0,18.2,14.4,0,26
MOIL-09,Sitapatore Mine,Jhabua,Madhya Pradesh,Opencast,2022-01-01,8423.0,7672.0,92.1,27.3,13.2,0,24
MOIL-09,Sitapatore Mine,Jhabua,Madhya Pradesh,Opencast,2022-02-01,8100.0,6656.0,88.9,25.4,7.8,0,22
MOIL-09,Sitapatore Mine,Jhabua,Madhya Pradesh,Opencast,2022-03-01,7628.0,7989.0,90.3,25.9,13.6,0,26
MOIL-09,Sitapatore Mine,Jhabua,Madhya Pradesh,Opencast,2022-04-01,7629.0,7904.0,92.7,28.0,22.9,0,25
MOIL-09,Sitapatore Mine,Jhabua,Madhya Pradesh,Opencast,2022-05-01,8169.0,7685.0,96.5,12.3,35.0,0,25
MOIL-09,Sitapatore Mine,Jhabua,Madhya Pradesh,Opencast,2022-06-01,6758.0,5112.0,87.2,37.3,198.9,0,24
MOIL-09,Sitapatore Mine,Jhabua,Madhya Pradesh,Opencast,2022-07-01,6100.0,4481.0,81.1,54.5,280.2,1,24
MOIL-09,Sitapatore Mine,Jhabua,Madhya Pradesh,Opencast,2022-08-01,6075.0,5016.0,77.2,81.9,172.9,2,26
MOIL-09,Sitapatore Mine,Jhabua,Madhya Pradesh,Opencast,2022-09-01,6772.0,5309.0,80.5,57.0,214.3,1,24
MOIL-09,Sitapatore Mine,Jhabua,Madhya Pradesh,Opencast,2022-10-01,7821.0,6574.0,84.5,52.5,97.0,0,23
MOIL-09,Sitapatore Mine,Jhabua,Madhya Pradesh,Opencast,2022-11-01,7818.0,7628.0,87.6,32.8,17.4,0,25
MOIL-09,Sitapatore Mine,Jhabua,Madhya Pradesh,Opencast,2022-12-01,7800.0,7386.0,89.9,34.4,15.8,0,25
MOIL-09,Sitapatore Mine,Jhabua,Madhya Pradesh,Opencast,2023-01-01,8491.0,7507.0,82.4,65.9,10.2,0,24
MOIL-09,Sitapatore Mine,Jhabua,Madhya Pradesh,Opencast,2023-02-01,8527.0,7579.0,86.2,31.6,12.4,0,23
MOIL-09,Sitapatore Mine,Jhabua,Madhya Pradesh,Opencast,2023-03-01,8434.0,7961.0,89.8,38.0,14.6,0,25
MOIL-09,Sitapatore Mine,Jhabua,Madhya Pradesh,Opencast,2023-04-01,8579.0,7209.0,85.4,52.8,29.3,0,23
MOIL-09,Sitapatore Mine,Jhabua,Madhya Pradesh,Opencast,2023-05-01,7789.0,7790.0,90.9,31.9,27.3,0,26
MOIL-09,Sitapatore Mine,Jhabua,Madhya Pradesh,Opencast,2023-06-01,6880.0,5077.0,84.6,38.2,165.3,2,25
MOIL-09,Sitapatore Mine,Jhabua,Madhya Pradesh,Opencast,2023-07-01,6566.0,5972.0,83.1,56.1,323.5,0,25
MOIL-09,Sitapatore Mine,Jhabua,Madhya Pradesh,Opencast,2023-08-01,6725.0,5406.0,80.8,50.4,343.6,1,26
MOIL-09,Sitapatore Mine,Jhabua,Madhya Pradesh,Opencast,2023-09-01,7458.0,6067.0,85.5,47.7,235.9,1,25
MOIL-09,Sitapatore Mine,Jhabua,Madhya Pradesh,Opencast,2023-10-01,7628.0,7664.0,87.0,33.2,68.7,0,25
MOIL-09,Sitapatore Mine,Jhabua,Madhya Pradesh,Opencast,2023-11-01,8283.0,8457.0,88.3,31.4,18.7,0,25
MOIL-09,Sitapatore Mine,Jhabua,Madhya Pradesh,Opencast,2023-12-01,8172.0,7614.0,90.1,26.2,7.7,0,24
MOIL-09,Sitapatore Mine,Jhabua,Madhya Pradesh,Opencast,2024-01-01,8424.0,8267.0,93.2,20.9,7.8,0,25
