Mine ID,Mine Name,District,State,Mine Type,Date / Month,Production Target (Tonnes),Actual Production (Tonnes),Equipment Availability (%),Equipment Downtime (Hours),Rainfall (mm),Blasting Delay (Days),Working Days
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Jan-2023,30900,24720,87.3,76,4.8,1,25
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Feb-2023,32100,27811,92.3,46,4.9,1,25
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Mar-2023,31400,33252,97.6,15,9.4,0,26
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Apr-2023,33400,34094,95.4,29,13.4,0,26
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,May-2023,28800,29541,95.8,24,18.3,0,24
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Jun-2023,32100,25680,93.4,38,198.2,1,24
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Jul-2023,32400,25920,91.3,52,272.6,2,25
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Aug-2023,31700,25360,92.5,43,425.5,2,24
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Sep-2023,31500,25200,92.0,46,140.0,1,24
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Oct-2023,32600,29585,92.6,46,64.9,1,26
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Nov-2023,31800,30435,96.2,22,18.7,1,24
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Dec-2023,31300,33048,96.5,22,1.8,0,26
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Jan-2024,30700,33156,98.5,8,7.9,0,24
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Feb-2024,31400,31291,95.5,27,3.9,0,25
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Mar-2024,32400,27179,91.5,51,10.5,0,25
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Apr-2024,34800,32614,93.3,42,10.2,0,26
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,May-2024,30500,30932,94.6,31,18.3,0,24
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Jun-2024,31500,28816,96.9,18,183.1,1,24
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Jul-2024,31400,25120,92.3,46,302.9,2,25
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Aug-2024,33300,26960,97.0,17,251.3,2,24
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Sep-2024,32800,26240,95.2,29,222.0,4,25
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Oct-2024,32100,26020,90.0,60,53.4,1,25
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Nov-2024,32700,32916,96.4,21,14.2,0,24
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Dec-2024,31700,29321,94.3,34,4.7,1,25
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Jan-2025,33100,30047,91.7,52,6.4,0,26
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Feb-2025,32200,30919,94.0,36,3.4,0,25
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Mar-2025,32600,26080,86.5,81,11.8,0,25
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Apr-2025,33000,27774,91.0,54,13.1,0,25
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,May-2025,33100,28659,90.6,54,13.8,0,24
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Jun-2025,30500,24400,88.8,70,194.5,0,26
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Jul-2025,30100,24080,95.0,31,246.0,5,26
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Aug-2025,34200,27360,92.7,44,279.0,3,25
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Sep-2025,33500,27592,92.8,43,145.6,1,25
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Oct-2025,34000,27200,87.2,74,75.1,2,24
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Nov-2025,32000,30162,91.7,50,19.9,0,25
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Dec-2025,30500,30763,96.7,20,4.8,0,25
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Jan-2022,13500,12201,90.2,59,7.4,0,25
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Feb-2022,14100,14426,97.3,16,5.6,0,25
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Mar-2022,14100,12893,94.0,36,11.9,1,25
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Apr-2022,13400,13615,95.0,29,12.3,0,24
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,May-2022,12900,11839,92.7,44,21.3,0,25
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Jun-2022,13300,10640,90.8,55,215.2,4,25
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Jul-2022,13000,10594,98.2,11,281.1,4,26
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Aug-2022,13400,10720,97.0,18,278.2,3,25
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Sep-2022,14000,13014,97.6,14,163.1,1,24
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Oct-2022,14500,14394,97.7,14,70.2,1,25
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Nov-2022,14000,14422,95.2,29,10.7,0,25
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Dec-2022,14000,14094,95.5,26,4.5,1,24
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Jan-2023,13900,12845,94.3,33,8.5,1,24
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Feb-2023,13900,14763,98.2,11,5.6,0,25
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Mar-2023,14900,14878,95.7,26,10.6,0,25
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Apr-2023,13900,14289,98.5,8,10.6,0,24
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,May-2023,13900,13309,94.3,34,28.5,0,25
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Jun-2023,13700,10960,82.5,105,170.4,2,25
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Jul-2023,14100,11280,95.5,28,490.4,2,26
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Aug-2023,14200,11360,90.7,58,307.7,3,26
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Sep-2023,14400,12469,93.7,38,139.2,1,25
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Oct-2023,14000,13034,93.9,38,53.6,2,26
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Nov-2023,14700,14246,95.5,27,14.2,0,25
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Dec-2023,14000,13308,92.0,50,4.5,0,26
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Jan-2024,14600,15688,97.0,18,6.9,0,25
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Feb-2024,14500,13695,93.3,42,5.6,0,26
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Mar-2024,14400,14176,93.8,39,13.0,0,26
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Apr-2024,13900,14440,96.7,20,9.8,0,25
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,May-2024,14000,13854,96.3,23,20.7,0,26
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Jun-2024,13100,11129,96.5,22,141.6,2,26
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Jul-2024,13800,11040,97.8,13,393.8,5,25
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Aug-2024,14800,12824,98.5,4,208.6,3,25
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Sep-2024,13400,10720,91.1,51,203.2,3,24
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Oct-2024,14200,13614,95.2,29,43.6,0,25
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Nov-2024,13600,12006,92.2,47,15.1,1,25
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Dec-2024,14500,14596,96.5,20,3.9,0,24
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Jan-2025,14600,15354,95.7,27,6.7,0,26
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Feb-2025,14100,15228,98.5,6,4.3,0,26
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Mar-2025,14300,13570,94.4,32,8.0,1,24
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Apr-2025,13700,12695,93.6,40,11.1,0,26
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,May-2025,12400,13063,98.1,12,18.1,0,26
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Jun-2025,13700,10960,93.1,40,238.5,3,24
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Jul-2025,13800,11040,91.0,54,371.0,2,25
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Aug-2025,13500,10800,97.2,17,397.2,2,25
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Sep-2025,13500,13999,98.2,11,110.0,0,26
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Oct-2025,13900,15012,98.5,5,37.6,0,25
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Nov-2025,14300,11440,87.5,72,14.8,0,24
MOIL_GUM_07,Gumgaon Mine,Nagpur,Maharashtra,Underground,Dec-2025,14200,13449,93.4,41,5.0,0,26
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Jan-2022,15600,16413,98.5,7,6.5,0,24
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Feb-2022,15100,14976,94.7,32,5.1,0,25
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Mar-2022,14800,14859,96.8,19,9.6,0,25
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Apr-2022,15000,15668,97.7,14,12.7,0,25
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,May-2022,15200,14539,94.2,35,24.4,0,25
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Jun-2022,14500,12461,95.0,30,120.0,2,25
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Jul-2022,14300,11440,94.6,34,326.8,3,26
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Aug-2022,14900,11920,94.8,31,282.3,3,25
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Sep-2022,14900,11920,92.7,42,117.6,2,24
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Oct-2022,14000,11200,87.3,73,55.8,1,24
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Nov-2022,15300,15208,95.2,30,12.8,0,26
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Dec-2022,16100,14814,92.7,42,4.8,0,24
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Jan-2023,15000,13421,93.3,40,11.1,0,25
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Feb-2023,15500,16512,96.2,23,4.4,0,25
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Mar-2023,14500,14433,96.8,19,10.8,1,25
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Apr-2023,14600,12262,90.1,57,16.0,1,24
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,May-2023,15700,15793,94.0,36,15.3,0,25
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Jun-2023,15000,13282,95.5,27,133.3,1,25
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Jul-2023,15300,12240,96.5,21,563.9,4,25
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Aug-2023,14900,11920,94.9,32,381.4,2,26
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Sep-2023,14700,13617,95.3,28,126.4,0,25
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Oct-2023,13400,12554,94.1,37,52.5,1,26
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Nov-2023,14400,13700,95.0,31,16.6,0,26
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Dec-2023,15200,15255,96.5,20,4.4,0,24
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Jan-2024,14400,12031,91.3,52,6.5,0,25
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Feb-2024,15700,14921,96.2,23,3.8,1,25
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Mar-2024,15900,16477,96.6,21,5.7,0,26
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Apr-2024,15300,14580,93.1,40,16.2,0,24
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,May-2024,15000,15209,94.9,32,13.7,0,26
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Jun-2024,16100,12880,91.5,53,222.6,2,26
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Jul-2024,15300,12240,91.8,49,377.4,3,25
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Aug-2024,15400,12320,95.8,25,345.2,3,25
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Sep-2024,15300,12240,92.5,45,207.8,5,25
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Oct-2024,14600,13733,94.6,34,47.0,0,26
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Nov-2024,14800,14862,97.1,18,13.2,1,26
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Dec-2024,15400,12320,88.3,70,6.4,1,25
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Jan-2025,14600,15758,97.8,13,5.9,0,25
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Feb-2025,15900,14143,92.0,46,4.1,0,24
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Mar-2025,14900,14242,93.7,38,10.4,0,25
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Apr-2025,14200,15118,96.5,22,11.1,0,26
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,May-2025,15000,15738,97.3,17,17.0,0,26
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Jun-2025,14400,13614,96.2,23,138.8,0,25
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Jul-2025,14200,11360,94.1,37,278.7,5,26
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Aug-2025,14800,11840,89.8,61,426.1,2,25
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Sep-2025,15600,14199,96.7,20,122.3,2,25
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Oct-2025,15200,13735,93.0,42,70.8,1,25
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Nov-2025,14800,14403,95.3,28,17.1,1,25
MOIL_KAN_08,Kandri Mine,Nagpur,Maharashtra,Underground,Dec-2025,14400,14446,95.7,27,3.9,1,26
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Jan-2022,10800,9626,90.7,56,11.5,0,25
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Feb-2022,11100,10363,93.2,39,5.4,0,24
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Mar-2022,10600,10950,96.7,20,9.8,0,25
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Apr-2022,11100,10247,94.1,37,13.2,1,26
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,May-2022,11100,10083,92.5,45,21.9,0,25
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Jun-2022,10900,9322,93.5,39,99.8,2,25
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Jul-2022,11300,9040,92.2,47,226.2,3,25
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Aug-2022,10700,9099,98.2,11,272.9,3,26
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Sep-2022,11000,8800,89.0,66,149.0,0,25
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Oct-2022,10900,10906,97.2,16,56.8,2,24
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Nov-2022,11100,11272,97.0,18,10.9,0,25
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Dec-2022,10400,9020,92.3,48,4.2,1,26
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Jan-2023,10400,10497,97.0,18,7.5,0,25
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Feb-2023,10900,10472,94.7,32,5.2,0,25
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Mar-2023,11200,11493,97.2,17,11.4,0,25
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Apr-2023,11400,11015,94.0,36,11.2,0,25
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,May-2023,10300,10489,96.3,22,11.8,1,25
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Jun-2023,11900,10325,98.5,7,233.7,4,25
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Jul-2023,10400,8320,91.2,53,367.9,2,25
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Aug-2023,11100,8880,96.5,21,343.6,3,25
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Sep-2023,11100,9829,94.5,33,157.3,0,25
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Oct-2023,10500,9615,92.7,44,36.3,0,25
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Nov-2023,11100,9796,91.7,52,14.8,0,26
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Dec-2023,10900,9914,92.3,48,4.9,0,26
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Jan-2024,11400,10979,94.5,33,6.8,1,25
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Feb-2024,11300,12176,98.0,12,3.4,0,25
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Mar-2024,10900,11489,97.5,15,11.6,0,25
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Apr-2024,11300,10432,94.0,36,16.2,1,25
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,May-2024,11000,10623,93.2,41,24.3,0,25
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Jun-2024,11200,8960,89.4,66,198.7,2,26
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Jul-2024,11500,9200,94.8,30,493.8,2,24
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Aug-2024,10700,8560,94.8,31,375.9,2,25
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Sep-2024,10800,8640,90.8,55,191.7,0,25
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Oct-2024,11400,10295,92.0,50,32.2,0,26
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Nov-2024,11300,11577,97.7,14,18.2,0,25
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Dec-2024,11300,9457,90.1,57,3.8,0,24
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Jan-2025,11200,10855,95.8,25,8.2,1,25
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Feb-2025,11300,10108,93.6,40,4.4,0,26
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Mar-2025,10600,10889,95.8,26,7.5,0,26
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Apr-2025,11600,11097,93.2,41,8.4,0,25
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,May-2025,11300,9785,91.5,49,19.7,0,24
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Jun-2025,11500,9200,95.7,26,252.4,2,25
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Jul-2025,11100,8880,98.5,9,371.3,5,26
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Aug-2025,11400,9120,96.2,23,304.9,3,25
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Sep-2025,10900,8720,94.1,34,253.4,3,24
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Oct-2025,10800,10236,94.2,35,34.9,0,25
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Nov-2025,11200,9818,92.4,44,20.8,1,24
MOIL_MUN_09,Munsar Mine,Nagpur,Maharashtra,Underground,Dec-2025,11200,10614,95.8,25,3.6,0,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Jan-2022,8100,7385,93.9,38,10.8,0,26
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Feb-2022,7900,7529,92.1,49,10.5,0,26
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Mar-2022,7800,7799,94.2,35,15.5,0,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Apr-2022,8500,8670,96.3,22,7.9,1,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,May-2022,7600,7308,93.3,40,11.5,0,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Jun-2022,7600,6080,90.8,55,194.9,1,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Jul-2022,8300,6640,95.5,27,360.4,3,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Aug-2022,8000,6400,92.2,47,505.3,4,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Sep-2022,7700,6160,88.6,71,205.4,2,26
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Oct-2022,7800,7283,95.0,29,50.8,1,24
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Nov-2022,7800,7720,95.8,25,12.5,0,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Dec-2022,7500,7177,92.8,43,6.0,0,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Jan-2023,7900,6320,86.0,84,10.8,0,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Feb-2023,8100,8009,95.5,26,4.9,0,24
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Mar-2023,8100,7531,92.2,47,11.0,0,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Apr-2023,8400,8020,94.8,30,9.8,1,24
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,May-2023,7800,7761,95.0,31,15.3,0,26
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Jun-2023,8600,7747,95.3,28,167.9,0,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Jul-2023,7700,6160,91.3,54,329.7,3,26
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Aug-2023,8000,6400,91.3,54,406.9,2,26
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Sep-2023,8300,6640,89.7,62,184.7,0,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Oct-2023,8100,6629,89.5,63,44.2,1,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Nov-2023,7500,7123,93.1,43,8.6,0,26
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Dec-2023,7800,7917,93.7,38,5.5,0,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Jan-2024,8100,8748,98.2,11,11.1,0,26
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Feb-2024,8400,8856,96.0,24,5.7,0,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Mar-2024,8400,8983,98.2,11,12.3,0,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Apr-2024,8300,8734,98.2,11,7.0,0,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,May-2024,8300,7160,91.0,52,15.7,0,24
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Jun-2024,7900,6545,93.9,38,152.1,2,26
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Jul-2024,8000,6400,93.8,36,281.7,2,24
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Aug-2024,8300,6640,88.9,64,429.2,3,24
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Sep-2024,7700,6160,92.0,46,220.6,4,24
