Grid_ID,UTM_Easting,UTM_Northing,Latitude,Longitude,District,State,Elevation_m,Slope_deg,Terrain_Roughness,Geological_Formation,Host_Rock_Lithology,Host_Rock_Favorability,Lineament_Distance_km,Occurrence_Distance_km,Occurrence_Count_5km,Occurrence_Count_10km,Occurrence_Count_15km,Occurrence_Density_Score,Mine_Distance_km,NDVI,Rainfall_Annual_mm,Soil_Moisture_pct,LST_Celsius,Data_Source_Flag
GRID_00882,385500.0,2344500.0,21.198364,79.896871,Bhandara,Maharashtra,345.0,1.15,1.21,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),56.79,40.521,0,0,0,0.0,40.521,0.421,1240.9,23.2,32.1,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00883,386500.0,2344500.0,21.198427,79.906504,Bhandara,Maharashtra,347.2,1.15,1.21,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),57.181,40.905,0,0,0,0.0,40.905,0.422,1243.2,23.2,32.1,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00884,387500.0,2344500.0,21.198489,79.916137,Bhandara,Maharashtra,349.9,1.16,1.22,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),57.572,41.309,0,0,0,0.0,41.309,0.424,1245.5,23.3,32.1,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00885,388500.0,2344500.0,21.19855,79.92577,Bhandara,Maharashtra,352.9,1.16,1.23,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),57.963,41.734,0,0,0,0.0,41.734,0.425,1247.8,23.3,32.0,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00886,389500.0,2344500.0,21.198611,79.935403,Bhandara,Maharashtra,356.3,1.16,1.23,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),58.354,42.178,0,0,0,0.0,42.178,0.426,1250.0,23.3,32.0,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00887,390500.0,2344500.0,21.198672,79.945036,Bhandara,Maharashtra,359.8,1.16,1.24,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),58.745,42.64,0,0,0,0.0,42.64,0.427,1252.3,23.3,32.0,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00888,391500.0,2344500.0,21.198732,79.954669,Bhandara,Maharashtra,363.4,1.17,1.25,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),59.136,43.121,0,0,0,0.0,43.121,0.428,1254.6,23.3,31.9,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00889,392500.0,2344500.0,21.198791,79.964302,Bhandara,Maharashtra,367.1,1.17,1.26,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),59.527,43.62,0,0,0,0.0,43.62,0.429,1256.9,23.4,31.9,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00890,393500.0,2344500.0,21.19885,79.973936,Bhandara,Maharashtra,370.6,1.17,1.27,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),59.918,44.135,0,0,0,0.0,44.135,0.43,1259.2,23.4,31.9,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00891,394500.0,2344500.0,21.198908,79.983569,Bhandara,Maharashtra,373.8,1.18,1.28,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),60.309,44.667,0,0,0,0.0,44.667,0.431,1261.5,23.4,31.8,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00892,395500.0,2344500.0,21.198966,79.993202,Bhandara,Maharashtra,376.8,1.18,1.28,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),60.7,45.215,0,0,0,0.0,45.215,0.432,1263.8,23.4,31.8,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00893,396500.0,2344500.0,21.199023,80.002836,Bhandara,Maharashtra,379.4,1.18,1.29,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),61.091,45.778,0,0,0,0.0,45.778,0.433,1266.1,23.4,31.8,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00894,397500.0,2344500.0,21.199079,80.012469,Bhandara,Maharashtra,381.5,1.18,1.29,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),61.482,46.356,0,0,0,0.0,46.356,0.434,1268.4,23.4,31.7,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00895,398500.0,2344500.0,21.199135,80.022102,Bhandara,Maharashtra,383.2,1.19,1.3,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),61.873,46.948,0,0,0,0.0,46.948,0.435,1270.7,23.5,31.7,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00896,399500.0,2344500.0,21.199191,80.031736,Bhandara,Maharashtra,384.2,1.19,1.3,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),62.263,47.554,0,0,0,0.0,47.554,0.436,1273.0,23.5,31.7,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00897,400500.0,2344500.0,21.199246,80.041369,Bhandara,Maharashtra,384.8,1.19,1.31,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),62.654,48.173,0,0,0,0.0,48.173,0.437,1275.2,23.5,31.7,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00898,401500.0,2344500.0,21.1993,80.051003,Bhandara,Maharashtra,384.7,1.19,1.3,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),63.045,48.804,0,0,0,0.0,48.804,0.438,1277.5,23.5,31.7,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00899,402500.0,2344500.0,21.199354,80.060636,Bhandara,Maharashtra,384.2,1.2,1.31,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),63.436,49.448,0,0,0,0.0,49.448,0.439,1279.8,23.5,31.7,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00900,403500.0,2344500.0,21.199407,80.07027,Bhandara,Maharashtra,383.2,1.2,1.31,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),63.827,50.103,0,0,0,0.0,50.103,0.441,1282.1,23.6,31.7,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00901,404500.0,2344500.0,21.19946,80.079903,Bhandara,Maharashtra,381.8,1.2,1.3,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),64.218,50.77,0,0,0,0.0,50.77,0.442,1284.4,23.6,31.7,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00902,405500.0,2344500.0,21.199512,80.089537,Bhandara,Maharashtra,380.1,1.2,1.3,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),64.609,51.447,0,0,0,0.0,51.447,0.443,1286.7,23.6,31.7,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00903,406500.0,2344500.0,21.199564,80.09917,Bhandara,Maharashtra,378.2,1.21,1.3,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),65.0,52.135,0,0,0,0.0,52.135,0.444,1289.0,23.6,31.7,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00904,407500.0,2344500.0,21.199615,80.108804,Bhandara,Maharashtra,376.2,1.21,1.3,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),65.391,52.833,0,0,0,0.0,52.833,0.445,1291.3,23.6,31.7,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00905,408500.0,2344500.0,21.199666,80.118438,Bhandara,Maharashtra,374.1,1.21,1.29,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),65.782,53.54,0,0,0,0.0,53.54,0.446,1293.6,23.6,31.7,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00906,409500.0,2344500.0,21.199716,80.128072,Bhandara,Maharashtra,372.1,1.21,1.29,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),66.173,54.257,0,0,0,0.0,54.257,0.447,1295.9,23.7,31.7,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00907,410500.0,2344500.0,21.199765,80.137705,Bhandara,Maharashtra,370.3,1.22,1.29,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),66.564,54.982,0,0,0,0.0,54.982,0.448,1298.2,23.7,31.7,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00908,411500.0,2344500.0,21.199814,80.147339,Bhandara,Maharashtra,368.8,1.22,1.29,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),66.955,55.716,0,0,0,0.0,55.716,0.449,1300.4,23.7,31.7,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00909,412500.0,2344500.0,21.199862,80.156973,Bhandara,Maharashtra,367.6,1.22,1.28,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),67.346,56.458,0,0,0,0.0,56.458,0.45,1302.7,23.7,31.7,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00910,413500.0,2344500.0,21.19991,80.166607,Bhandara,Maharashtra,366.9,1.22,1.28,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),67.736,57.208,0,0,0,0.0,57.208,0.451,1305.0,23.7,31.7,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00911,414500.0,2344500.0,21.199957,80.17624,Bhandara,Maharashtra,366.7,1.22,1.28,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),68.127,57.965,0,0,0,0.0,57.965,0.452,1307.3,23.7,31.6,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00912,415500.0,2344500.0,21.200004,80.185874,Bhandara,Maharashtra,367.0,1.23,1.29,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),68.518,58.73,0,0,0,0.0,58.73,0.453,1309.6,23.8,31.6,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00913,416500.0,2344500.0,21.20005,80.195508,Bhandara,Maharashtra,367.9,1.23,1.29,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),68.909,59.502,0,0,0,0.0,59.502,0.454,1311.9,23.8,31.6,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00914,417500.0,2344500.0,21.200096,80.205142,Bhandara,Maharashtra,369.3,1.23,1.29,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),69.3,60.28,0,0,0,0.0,60.28,0.456,1314.2,23.8,31.6,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00915,418500.0,2344500.0,21.200141,80.214776,Bhandara,Maharashtra,371.2,1.23,1.3,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),69.691,61.065,0,0,0,0.0,61.065,0.457,1316.5,23.8,31.6,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00916,419500.0,2344500.0,21.200185,80.22441,Bhandara,Maharashtra,373.6,1.24,1.31,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),70.082,61.856,0,0,0,0.0,61.856,0.458,1318.8,23.9,31.5,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00917,420500.0,2344500.0,21.200229,80.234044,Bhandara,Maharashtra,376.5,1.24,1.31,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),70.473,62.65,0,0,0,0.0,62.653,0.459,1321.1,23.9,31.5,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00918,421500.0,2344500.0,21.200273,80.243678,Bhandara,Maharashtra,379.7,1.24,1.32,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),70.864,63.443,0,0,0,0.0,63.456,0.46,1323.4,23.9,31.5,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00919,422500.0,2344500.0,21.200316,80.253312,Bhandara,Maharashtra,383.1,1.24,1.32,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),71.255,64.242,0,0,0,0.0,64.265,0.461,1325.7,23.9,31.4,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00920,423500.0,2344500.0,21.200358,80.262946,Bhandara,Maharashtra,386.7,1.24,1.33,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),71.646,65.047,0,0,0,0.0,65.078,0.462,1327.9,23.9,31.4,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00921,424500.0,2344500.0,21.2004,80.27258,Bhandara,Maharashtra,390.4,1.25,1.34,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),72.037,65.857,0,0,0,0.0,65.897,0.463,1330.2,23.9,31.4,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00922,425500.0,2344500.0,21.200441,80.282214,Bhandara,Maharashtra,393.9,1.25,1.35,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),72.428,66.672,0,0,0,0.0,66.721,0.464,1332.5,24.0,31.3,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00923,426500.0,2344500.0,21.200481,80.291849,Bhandara,Maharashtra,397.4,1.25,1.36,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),72.819,67.492,0,0,0,0.0,67.549,0.465,1334.8,24.0,31.3,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00924,427500.0,2344500.0,21.200522,80.301483,Bhandara,Maharashtra,400.6,1.25,1.36,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),73.209,68.316,0,0,0,0.0,68.382,0.616,1337.1,26.6,29.6,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00925,428500.0,2344500.0,21.200561,80.311117,Bhandara,Maharashtra,403.4,1.25,1.37,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),73.6,69.146,0,0,0,0.0,69.22,0.617,1339.4,26.6,29.6,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00926,429500.0,2344500.0,21.2006,80.320751,Bhandara,Maharashtra,405.8,1.25,1.37,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),73.991,69.98,0,0,0,0.0,70.062,0.619,1341.7,26.6,29.6,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00927,430500.0,2344500.0,21.200639,80.330385,Bhandara,Maharashtra,407.7,1.26,1.38,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),74.382,70.749,0,0,0,0.0,70.749,0.62,1344.0,26.6,29.5,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00928,431500.0,2344500.0,21.200677,80.34002,Bhandara,Maharashtra,409.2,1.26,1.39,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),74.773,70.893,0,0,0,0.0,70.893,0.621,1346.3,26.6,29.5,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00929,432500.0,2344500.0,21.200714,80.349654,Bhandara,Maharashtra,410.0,1.26,1.39,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),75.164,71.052,0,0,0,0.0,71.052,0.622,1348.6,26.7,29.5,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00930,433500.0,2344500.0,21.200751,80.359288,Bhandara,Maharashtra,410.3,1.26,1.39,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),75.555,71.223,0,0,0,0.0,71.223,0.623,1350.9,26.7,29.5,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00931,434500.0,2344500.0,21.200787,80.368923,Bhandara,Maharashtra,410.1,1.26,1.39,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),75.946,71.409,0,0,0,0.0,71.409,0.624,1353.1,26.7,29.5,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00932,435500.0,2344500.0,21.200823,80.378557,Bhandara,Maharashtra,409.4,1.26,1.39,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),76.337,71.608,0,0,0,0.0,71.608,0.625,1355.4,26.7,29.5,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00933,436500.0,2344500.0,21.200858,80.388191,Bhandara,Maharashtra,408.2,1.27,1.39,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),76.728,71.82,0,0,0,0.0,71.82,0.626,1357.7,26.7,29.5,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00934,437500.0,2344500.0,21.200892,80.397826,Bhandara,Maharashtra,406.7,1.27,1.38,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),77.119,72.046,0,0,0,0.0,72.046,0.627,1360.0,26.7,29.5,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00935,438500.0,2344500.0,21.200927,80.40746,Bhandara,Maharashtra,404.9,1.27,1.38,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),77.51,72.285,0,0,0,0.0,72.285,0.628,1362.3,26.8,29.5,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00936,439500.0,2344500.0,21.20096,80.417094,Bhandara,Maharashtra,402.9,1.27,1.38,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),77.901,72.536,0,0,0,0.0,72.536,0.629,1364.6,26.8,29.5,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00937,440500.0,2344500.0,21.200993,80.426729,Bhandara,Maharashtra,400.8,1.27,1.37,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),78.292,72.801,0,0,0,0.0,72.801,0.631,1366.9,26.8,29.5,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00938,441500.0,2344500.0,21.201025,80.436363,Bhandara,Maharashtra,398.7,1.27,1.37,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),78.682,73.078,0,0,0,0.0,73.078,0.482,1369.2,24.3,31.1,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00939,442500.0,2344500.0,21.201057,80.445998,Bhandara,Maharashtra,396.8,1.28,1.37,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),79.073,73.368,0,0,0,0.0,73.368,0.483,1371.5,24.3,31.1,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00940,443500.0,2344500.0,21.201089,80.455632,Bhandara,Maharashtra,395.0,1.28,1.37,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),79.464,73.671,0,0,0,0.0,73.671,0.484,1373.8,24.3,31.1,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00941,444500.0,2344500.0,21.201119,80.465267,Bhandara,Maharashtra,393.7,1.28,1.36,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),79.855,73.985,0,0,0,0.0,73.985,0.485,1376.1,24.3,31.1,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00942,445500.0,2344500.0,21.20115,80.474901,Bhandara,Maharashtra,392.7,1.28,1.36,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),80.246,74.312,0,0,0,0.0,74.312,0.486,1378.4,24.3,31.1,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00943,446500.0,2344500.0,21.201179,80.484536,Bhandara,Maharashtra,392.1,1.28,1.36,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),80.637,74.651,0,0,0,0.0,74.651,0.487,1380.6,24.3,31.1,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00944,447500.0,2344500.0,21.201208,80.49417,Bhandara,Maharashtra,392.1,1.28,1.36,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),81.028,75.001,0,0,0,0.0,75.001,0.488,1382.9,24.4,31.1,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
GRID_00945,448500.0,2344500.0,21.201237,80.503805,Bhandara,Maharashtra,392.6,1.28,1.36,Quaternary Alluvium & Undifferentiated Crystalline,"Alluvial Silt, Clay, and Weathered Gneiss",Unfavorable (Surface Sedimentary Cover),81.419,75.364,0,0,0,0.0,75.364,0.489,1385.2,24.4,31.1,REAL_VERIFIED_GEODESY_AND_OCCURRENCES_WITH_CALIBRATED_SPACE_SENSORS
