Mine_ID,Mine_Name,District,State,Mine_Type,Date,Production_Target_Tonnes,Actual_Production_Tonnes,Equipment_Availability_Pct,Equipment_Downtime_Hours,Rainfall_mm,Blasting_Delay_Days,Working_Days,Month,Quarter,Production_Lag_1,Equip_Avail_Lag_1,Downtime_Lag_1,Production_Rolling_3,Equip_Avail_Rolling_3,Downtime_Per_Working_Day,Effective_Capacity
MOIL-04,9,Nagpur,2,0,2022-05-01,11643.0,10252.0,95.8,12.7,41.1,2,24,5,2,9698.0,90.7,34.0,9521.0,91.76666666666667,0.53,22.99
MOIL-04,9,Nagpur,2,0,2022-06-01,10779.0,8816.0,88.5,42.9,139.3,2,24,6,2,10252.0,95.8,12.7,9923.0,93.80000000000001,1.79,21.24
MOIL-04,9,Nagpur,2,0,2022-07-01,9855.0,8404.0,84.4,40.6,442.4,0,25,7,3,8816.0,88.5,42.9,9588.666666666666,91.66666666666667,1.62,21.1
MOIL-04,9,Nagpur,2,0,2022-08-01,9855.0,8599.0,86.8,39.7,202.2,2,26,8,3,8404.0,84.4,40.6,9157.333333333334,89.56666666666666,1.53,22.57
MOIL-04,9,Nagpur,2,0,2022-09-01,10891.0,7515.0,86.0,50.1,201.9,3,23,9,3,8599.0,86.8,39.7,8606.333333333334,86.56666666666666,2.18,19.78
MOIL-04,9,Nagpur,2,0,2022-10-01,11128.0,10355.0,89.5,28.1,74.7,0,25,10,4,7515.0,86.0,50.1,8172.666666666667,85.73333333333333,1.12,22.38
MOIL-04,9,Nagpur,2,0,2022-11-01,12500.0,10657.0,90.6,33.5,23.6,0,23,11,4,10355.0,89.5,28.1,8823.0,87.43333333333334,1.46,20.84
MOIL-04,9,Nagpur,2,0,2022-12-01,11933.0,10255.0,88.2,30.0,10.2,5,26,12,4,10657.0,90.6,33.5,9509.0,88.7,1.15,22.93
MOIL-04,9,Nagpur,2,0,2023-01-01,12434.0,11117.0,84.1,40.8,8.1,0,25,1,1,10255.0,88.2,30.0,10422.333333333334,89.43333333333334,1.63,21.02
MOIL-04,9,Nagpur,2,0,2023-02-01,12092.0,10649.0,88.3,27.9,16.5,0,23,2,1,11117.0,84.1,40.8,10676.333333333334,87.63333333333333,1.21,20.31
MOIL-04,9,Nagpur,2,0,2023-03-01,12420.0,12747.0,90.0,33.8,15.6,0,25,3,1,10649.0,88.3,27.9,10673.666666666666,86.86666666666667,1.35,22.5
MOIL-04,9,Nagpur,2,0,2023-04-01,12126.0,11099.0,93.6,22.0,18.9,0,24,4,2,12747.0,90.0,33.8,11504.333333333334,87.46666666666665,0.92,22.46
MOIL-04,9,Nagpur,2,0,2023-05-01,12234.0,11220.0,91.2,24.2,30.2,1,25,5,2,11099.0,93.6,22.0,11498.333333333334,90.63333333333333,0.97,22.8
MOIL-04,9,Nagpur,2,0,2023-06-01,10757.0,7610.0,82.9,47.9,272.7,0,24,6,2,11220.0,91.2,24.2,11688.666666666666,91.60000000000001,2.0,19.9
MOIL-04,9,Nagpur,2,0,2023-07-01,9216.0,6460.0,81.6,61.9,383.0,3,23,7,3,7610.0,82.9,47.9,9976.333333333334,89.23333333333333,2.69,18.77
MOIL-04,9,Nagpur,2,0,2023-08-01,10354.0,8766.0,86.4,34.1,220.6,0,25,8,3,6460.0,81.6,61.9,8430.0,85.23333333333333,1.36,21.6
MOIL-04,9,Nagpur,2,0,2023-09-01,10286.0,8657.0,83.7,41.0,179.1,1,25,9,3,8766.0,86.4,34.1,7612.0,83.63333333333334,1.64,20.92
MOIL-04,9,Nagpur,2,0,2023-10-01,11887.0,11305.0,93.6,18.1,83.8,1,25,10,4,8657.0,83.7,41.0,7961.0,83.89999999999999,0.72,23.4
MOIL-04,9,Nagpur,2,0,2023-11-01,12030.0,10931.0,89.2,37.7,23.0,0,24,11,4,11305.0,93.6,18.1,9576.0,87.90000000000002,1.57,21.41
MOIL-04,9,Nagpur,2,0,2023-12-01,12888.0,11034.0,94.4,18.5,12.3,0,23,12,4,10931.0,89.2,37.7,10297.666666666666,88.83333333333333,0.8,21.71
MOIL-04,9,Nagpur,2,0,2024-01-01,12306.0,12077.0,84.1,55.9,5.9,0,26,1,1,11034.0,94.4,18.5,11090.0,92.39999999999999,2.15,21.87
MOIL-04,9,Nagpur,2,0,2024-02-01,12576.0,11787.0,90.9,32.8,14.4,0,24,2,1,12077.0,84.1,55.9,11347.333333333334,89.23333333333333,1.37,21.82
MOIL-04,9,Nagpur,2,0,2024-03-01,12624.0,10452.0,92.2,25.8,16.8,2,24,3,1,11787.0,90.9,32.8,11632.666666666666,89.80000000000001,1.08,22.13
MOIL-04,9,Nagpur,2,0,2024-04-01,13093.0,11881.0,90.9,29.2,12.5,0,24,4,2,10452.0,92.2,25.8,11438.666666666666,89.06666666666666,1.22,21.82
MOIL-04,9,Nagpur,2,0,2024-05-01,12405.0,11513.0,92.7,19.4,37.9,0,25,5,2,11881.0,90.9,29.2,11373.333333333334,91.33333333333333,0.78,23.18
MOIL-04,9,Nagpur,2,0,2024-06-01,10583.0,7813.0,82.4,59.2,117.0,0,23,6,2,11513.0,92.7,19.4,11282.0,91.93333333333334,2.57,18.95
MOIL-04,9,Nagpur,2,0,2024-07-01,10065.0,8750.0,84.0,47.9,330.6,0,24,7,3,7813.0,82.4,59.2,10402.333333333334,88.66666666666667,2.0,20.16
MOIL-04,9,Nagpur,2,0,2024-08-01,9778.0,9344.0,87.4,33.4,211.2,0,26,8,3,8750.0,84.0,47.9,9358.666666666666,86.36666666666667,1.28,22.72
MOIL-04,9,Nagpur,2,0,2024-09-01,11263.0,8781.0,90.0,32.0,263.3,0,23,9,3,9344.0,87.4,33.4,8635.666666666666,84.60000000000001,1.39,20.7
MOIL-04,9,Nagpur,2,0,2024-10-01,12388.0,10746.0,90.3,30.1,54.4,1,25,10,4,8781.0,90.0,32.0,8958.333333333334,87.13333333333333,1.2,22.58
MOIL-04,9,Nagpur,2,0,2024-11-01,13150.0,10992.0,91.9,29.0,34.5,0,23,11,4,10746.0,90.3,30.1,9623.666666666666,89.23333333333333,1.26,21.14
MOIL-04,9,Nagpur,2,0,2024-12-01,11783.0,9847.0,93.6,20.5,7.6,2,24,12,4,10992.0,91.9,29.0,10173.0,90.73333333333335,0.85,22.46
MOIL-04,9,Nagpur,2,0,2025-01-01,12299.0,10365.0,89.4,28.6,10.1,0,25,1,1,9847.0,93.6,20.5,10528.333333333334,91.93333333333334,1.14,22.35
MOIL-04,9,Nagpur,2,0,2025-02-01,12555.0,10331.0,95.0,16.7,10.9,2,23,2,1,10365.0,89.4,28.6,10401.333333333334,91.63333333333333,0.73,21.85
MOIL-04,9,Nagpur,2,0,2025-03-01,12417.0,11793.0,89.4,29.6,14.6,0,25,3,1,10331.0,95.0,16.7,10181.0,92.66666666666667,1.18,22.35
MOIL-04,9,Nagpur,2,0,2025-04-01,12715.0,11951.0,88.4,29.0,18.6,0,25,4,2,11793.0,89.4,29.6,10829.666666666666,91.26666666666667,1.16,22.1
MOIL-04,9,Nagpur,2,0,2025-05-01,12973.0,12579.0,89.2,38.9,41.4,0,26,5,2,11951.0,88.4,29.0,11358.333333333334,90.93333333333334,1.5,23.19
MOIL-04,9,Nagpur,2,0,2025-06-01,10742.0,9039.0,84.5,38.7,156.2,0,23,6,2,12579.0,89.2,38.9,12107.666666666666,89.0,1.68,19.43
MOIL-04,9,Nagpur,2,0,2025-07-01,10542.0,10399.0,84.9,44.0,223.4,0,26,7,3,9039.0,84.5,38.7,11189.666666666666,87.36666666666667,1.69,22.07
MOIL-04,9,Nagpur,2,0,2025-08-01,10207.0,8675.0,81.0,59.5,305.1,0,25,8,3,10399.0,84.9,44.0,10672.333333333334,86.2,2.38,20.25
MOIL-04,9,Nagpur,2,0,2025-09-01,10961.0,8611.0,83.6,50.7,274.1,0,24,9,3,8675.0,81.0,59.5,9371.0,83.46666666666668,2.11,20.06
MOIL-04,9,Nagpur,2,0,2025-10-01,11807.0,9108.0,93.5,21.8,52.0,4,26,10,4,8611.0,83.6,50.7,9228.333333333334,83.16666666666667,0.84,24.31
MOIL-04,9,Nagpur,2,0,2025-11-01,12828.0,10801.0,87.8,35.0,24.6,0,22,11,4,9108.0,93.5,21.8,8798.0,86.03333333333332,1.59,19.32
MOIL-04,9,Nagpur,2,0,2025-12-01,12202.0,12404.0,90.3,26.6,8.6,0,24,12,4,10801.0,87.8,35.0,9506.666666666666,88.3,1.11,21.67
MOIL-05,2,Bhandara,2,1,2022-01-01,14710.0,13637.0,86.4,34.6,9.5,0,24,1,1,12267.228571428572,84.54857142857144,48.494285714285716,12295.557142857142,84.53809523809524,1.44,20.74
MOIL-05,2,Bhandara,2,1,2022-02-01,14818.0,11216.0,86.0,31.7,13.5,0,21,2,1,13637.0,86.4,34.6,13637.0,86.4,1.51,18.06
MOIL-05,2,Bhandara,2,1,2022-03-01,14964.0,13960.0,87.6,43.9,12.2,0,24,3,1,11216.0,86.0,31.7,12426.5,86.2,1.83,21.02
MOIL-05,2,Bhandara,2,1,2022-04-01,15444.0,14358.0,86.4,36.2,27.2,2,25,4,2,13960.0,87.6,43.9,12937.666666666666,86.66666666666667,1.45,21.6
MOIL-05,2,Bhandara,2,1,2022-05-01,15814.0,15341.0,85.9,53.2,36.7,0,25,5,2,14358.0,86.4,36.2,13178.0,86.66666666666667,2.13,21.48
MOIL-05,2,Bhandara,2,1,2022-06-01,13190.0,10115.0,86.1,40.8,174.7,3,25,6,2,15341.0,85.9,53.2,14553.0,86.63333333333333,1.63,21.52
MOIL-05,2,Bhandara,2,1,2022-07-01,12182.0,9257.0,79.9,57.2,393.1,0,24,7,3,10115.0,86.1,40.8,13271.333333333334,86.13333333333333,2.38,19.18
MOIL-05,2,Bhandara,2,1,2022-08-01,12236.0,9881.0,79.4,80.1,208.6,2,26,8,3,9257.0,79.9,57.2,11571.0,83.96666666666667,3.08,20.64
MOIL-05,2,Bhandara,2,1,2022-09-01,12655.0,9305.0,75.7,81.1,238.9,0,23,9,3,9881.0,79.4,80.1,9751.0,81.8,3.53,17.41
MOIL-05,2,Bhandara,2,1,2022-10-01,13225.0,11740.0,81.9,68.5,95.9,0,25,10,4,9305.0,75.7,81.1,9481.0,78.33333333333333,2.74,20.48
MOIL-05,2,Bhandara,2,1,2022-11-01,14804.0,13861.0,86.7,49.4,21.7,0,24,11,4,11740.0,81.9,68.5,10308.666666666666,79.0,2.06,20.81
MOIL-05,2,Bhandara,2,1,2022-12-01,14763.0,14292.0,89.7,30.5,11.5,0,26,12,4,13861.0,86.7,49.4,11635.333333333334,81.43333333333334,1.17,23.32
MOIL-05,2,Bhandara,2,1,2023-01-01,14577.0,14287.0,86.0,44.1,7.6,0,25,1,1,14292.0,89.7,30.5,13297.666666666666,86.10000000000001,1.76,21.5
MOIL-05,2,Bhandara,2,1,2023-02-01,15008.0,11356.0,89.2,22.3,17.1,0,21,2,1,14287.0,86.0,44.1,14146.666666666666,87.46666666666665,1.06,18.73
MOIL-05,2,Bhandara,2,1,2023-03-01,15594.0,16633.0,87.7,49.3,11.5,0,26,3,1,11356.0,89.2,22.3,13311.666666666666,88.3,1.9,22.8
MOIL-05,2,Bhandara,2,1,2023-04-01,15404.0,14413.0,89.7,29.5,10.8,0,23,4,2,16633.0,87.7,49.3,14092.0,87.63333333333334,1.28,20.63
MOIL-05,2,Bhandara,2,1,2023-05-01,15491.0,14745.0,82.2,55.8,35.7,0,26,5,2,14413.0,89.7,29.5,14134.0,88.86666666666667,2.15,21.37
MOIL-05,2,Bhandara,2,1,2023-06-01,12870.0,8918.0,81.4,56.4,256.3,1,24,6,2,14745.0,82.2,55.8,15263.666666666666,86.53333333333335,2.35,19.54
MOIL-05,2,Bhandara,2,1,2023-07-01,12728.0,9892.0,83.7,39.3,174.7,1,25,7,3,8918.0,81.4,56.4,12692.0,84.43333333333334,1.57,20.92
MOIL-05,2,Bhandara,2,1,2023-08-01,11902.0,8772.0,82.7,42.9,267.5,2,24,8,3,9892.0,83.7,39.3,11185.0,82.43333333333334,1.79,19.85
MOIL-05,2,Bhandara,2,1,2023-09-01,12752.0,10910.0,77.4,87.1,156.4,0,25,9,3,8772.0,82.7,42.9,9194.0,82.60000000000001,3.48,19.35
MOIL-05,2,Bhandara,2,1,2023-10-01,14134.0,11843.0,86.2,41.5,55.0,0,24,10,4,10910.0,77.4,87.1,9858.0,81.26666666666667,1.73,20.69
MOIL-05,2,Bhandara,2,1,2023-11-01,15256.0,13689.0,86.5,45.2,28.2,0,24,11,4,11843.0,86.2,41.5,10508.333333333334,82.10000000000001,1.88,20.76
MOIL-05,2,Bhandara,2,1,2023-12-01,15463.0,11258.0,85.2,52.3,11.9,2,23,12,4,13689.0,86.5,45.2,12147.333333333334,83.36666666666667,2.27,19.6
MOIL-05,2,Bhandara,2,1,2024-01-01,15985.0,16112.0,87.3,43.5,6.9,0,26,1,1,11258.0,85.2,52.3,12263.333333333334,85.96666666666665,1.67,22.7
MOIL-05,2,Bhandara,2,1,2024-02-01,15107.0,13279.0,84.2,53.2,17.3,0,23,2,1,16112.0,87.3,43.5,13686.333333333334,86.33333333333333,2.31,19.37
MOIL-05,2,Bhandara,2,1,2024-03-01,16314.0,15323.0,89.4,35.3,14.5,0,25,3,1,13279.0,84.2,53.2,13549.666666666666,85.56666666666666,1.41,22.35
MOIL-05,2,Bhandara,2,1,2024-04-01,15406.0,13719.0,84.1,38.8,17.9,0,25,4,2,15323.0,89.4,35.3,14904.666666666666,86.96666666666668,1.55,21.02
MOIL-05,2,Bhandara,2,1,2024-05-01,16451.0,14781.0,84.6,51.9,20.3,0,25,5,2,13719.0,84.1,38.8,14107.0,85.89999999999999,2.08,21.15
MOIL-05,2,Bhandara,2,1,2024-06-01,13679.0,10693.0,77.9,49.8,179.3,0,23,6,2,14781.0,84.6,51.9,14607.666666666666,86.03333333333335,2.17,17.92
MOIL-05,2,Bhandara,2,1,2024-07-01,11787.0,8148.0,81.7,65.4,273.5,0,24,7,3,10693.0,77.9,49.8,13064.333333333334,82.19999999999999,2.72,19.61
MOIL-05,2,Bhandara,2,1,2024-08-01,12705.0,9079.0,83.2,52.2,269.3,1,25,8,3,8148.0,81.7,65.4,11207.333333333334,81.4,2.09,20.8
MOIL-05,2,Bhandara,2,1,2024-09-01,12589.0,10387.0,85.5,41.5,96.0,0,23,9,3,9079.0,83.2,52.2,9306.666666666666,80.93333333333334,1.8,19.66
MOIL-05,2,Bhandara,2,1,2024-10-01,15044.0,11580.0,83.3,50.6,79.6,2,25,10,4,10387.0,85.5,41.5,9204.666666666666,83.46666666666665,2.02,20.82
MOIL-05,2,Bhandara,2,1,2024-11-01,15721.0,12573.0,88.4,42.2,26.6,3,24,11,4,11580.0,83.3,50.6,10348.666666666666,84.0,1.76,21.22
MOIL-05,2,Bhandara,2,1,2024-12-01,15577.0,12593.0,90.4,29.5,7.1,0,23,12,4,12573.0,88.4,42.2,11513.333333333334,85.73333333333335,1.28,20.79
MOIL-05,2,Bhandara,2,1,2025-01-01,15875.0,15011.0,79.7,70.2,8.5,0,26,1,1,12593.0,90.4,29.5,12248.666666666666,87.36666666666667,2.7,20.72
MOIL-05,2,Bhandara,2,1,2025-02-01,15832.0,11750.0,86.4,43.0,16.5,0,21,2,1,15011.0,79.7,70.2,13392.333333333334,86.16666666666667,2.05,18.14
MOIL-05,2,Bhandara,2,1,2025-03-01,16415.0,14206.0,86.3,46.1,22.3,1,24,3,1,11750.0,86.4,43.0,13118.0,85.5,1.92,20.71
MOIL-05,2,Bhandara,2,1,2025-04-01,16222.0,15920.0,88.5,30.2,22.6,0,25,4,2,14206.0,86.3,46.1,13655.666666666666,84.13333333333334,1.21,22.12
MOIL-05,2,Bhandara,2,1,2025-05-01,15596.0,14110.0,90.2,32.4,38.1,2,26,5,2,15920.0,88.5,30.2,13958.666666666666,87.06666666666666,1.25,23.45
MOIL-05,2,Bhandara,2,1,2025-06-01,14266.0,10859.0,83.7,41.3,173.9,2,22,6,2,14110.0,90.2,32.4,14745.333333333334,88.33333333333333,1.88,18.41
MOIL-05,2,Bhandara,2,1,2025-07-01,12650.0,10642.0,80.7,57.2,268.7,0,26,7,3,10859.0,83.7,41.3,13629.666666666666,87.46666666666665,2.2,20.98
MOIL-05,2,Bhandara,2,1,2025-08-01,12845.0,9486.0,81.0,56.5,129.7,0,25,8,3,10642.0,80.7,57.2,11870.333333333334,84.86666666666667,2.26,20.25
MOIL-05,2,Bhandara,2,1,2025-09-01,14098.0,12481.0,83.4,56.5,159.2,0,24,9,3,9486.0,81.0,56.5,10329.0,81.80000000000001,2.35,20.02
MOIL-05,2,Bhandara,2,1,2025-10-01,15092.0,13387.0,81.5,50.3,56.7,0,26,10,4,12481.0,83.4,56.5,10869.666666666666,81.7,1.93,21.19
MOIL-05,2,Bhandara,2,1,2025-11-01,15514.0,13500.0,87.5,27.7,23.0,0,23,11,4,13387.0,81.5,50.3,11784.666666666666,81.96666666666668,1.2,20.12
MOIL-05,2,Bhandara,2,1,2025-12-01,15601.0,14596.0,90.1,37.9,8.0,0,25,12,4,13500.0,87.5,27.7,13122.666666666666,84.13333333333334,1.52,22.52
MOIL-06,1,Nagpur,2,1,2022-01-01,10157.0,9125.0,85.3,44.4,8.5,0,25,1,1,8249.0,84.97142857142858,44.98571428571429,8260.676190476192,84.83666666666666,1.78,21.32
MOIL-06,1,Nagpur,2,1,2022-02-01,9915.0,8065.0,87.6,39.1,12.6,2,23,2,1,9125.0,85.3,44.4,9125.0,85.3,1.7,20.15
MOIL-06,1,Nagpur,2,1,2022-03-01,10371.0,8896.0,86.4,42.3,9.6,3,26,3,1,8065.0,87.6,39.1,8595.0,86.44999999999999,1.63,22.46
MOIL-06,1,Nagpur,2,1,2022-04-01,10110.0,9010.0,86.2,48.1,14.3,0,25,4,2,8896.0,86.4,42.3,8695.333333333334,86.43333333333334,1.92,21.55
MOIL-06,1,Nagpur,2,1,2022-05-01,10058.0,8808.0,90.4,27.9,27.4,0,24,5,2,9010.0,86.2,48.1,8657.0,86.73333333333333,1.16,21.7
MOIL-06,1,Nagpur,2,1,2022-06-01,8646.0,7224.0,83.6,39.7,172.7,0,25,6,2,8808.0,90.4,27.9,8904.666666666666,87.66666666666667,1.59,20.9
MOIL-06,1,Nagpur,2,1,2022-07-01,8605.0,6491.0,76.7,70.3,334.5,0,24,7,3,7224.0,83.6,39.7,8347.333333333334,86.73333333333333,2.93,18.41
MOIL-06,1,Nagpur,2,1,2022-08-01,8178.0,6415.0,81.1,49.0,306.7,1,25,8,3,6491.0,76.7,70.3,7507.666666666667,83.56666666666666,1.96,20.27
MOIL-06,1,Nagpur,2,1,2022-09-01,8852.0,6983.0,78.1,75.2,131.1,0,25,9,3,6415.0,81.1,49.0,6710.0,80.46666666666665,3.01,19.52
MOIL-06,1,Nagpur,2,1,2022-10-01,9007.0,8422.0,86.7,47.8,49.8,0,25,10,4,6983.0,78.1,75.2,6629.666666666667,78.63333333333333,1.91,21.68
MOIL-06,1,Nagpur,2,1,2022-11-01,10118.0,9541.0,85.0,40.7,23.7,2,25,11,4,8422.0,86.7,47.8,7273.333333333333,81.96666666666667,1.63,21.25
MOIL-06,1,Nagpur,2,1,2022-12-01,10255.0,9307.0,83.5,50.7,12.9,0,26,12,4,9541.0,85.0,40.7,8315.333333333334,83.26666666666667,1.95,21.71
MOIL-06,1,Nagpur,2,1,2023-01-01,9873.0,8798.0,87.5,30.2,7.4,0,25,1,1,9307.0,83.5,50.7,9090.0,85.06666666666666,1.21,21.88
MOIL-06,1,Nagpur,2,1,2023-02-01,10267.0,8809.0,85.4,36.5,12.6,0,22,2,1,8798.0,87.5,30.2,9215.333333333334,85.33333333333333,1.66,18.79
MOIL-06,1,Nagpur,2,1,2023-03-01,10334.0,9821.0,86.2,53.8,9.7,0,26,3,1,8809.0,85.4,36.5,8971.333333333334,85.46666666666665,2.07,22.41
MOIL-06,1,Nagpur,2,1,2023-04-01,10247.0,9236.0,84.9,49.2,22.3,0,24,4,2,9821.0,86.2,53.8,9142.666666666666,86.36666666666667,2.05,20.38
MOIL-06,1,Nagpur,2,1,2023-05-01,9912.0,9357.0,87.1,34.3,38.7,0,25,5,2,9236.0,84.9,49.2,9288.666666666666,85.5,1.37,21.78
MOIL-06,1,Nagpur,2,1,2023-06-01,8976.0,6465.0,79.2,48.2,201.3,0,24,6,2,9357.0,87.1,34.3,9471.333333333334,86.06666666666666,2.01,19.01
MOIL-06,1,Nagpur,2,1,2023-07-01,7921.0,6640.0,84.0,39.1,312.9,0,25,7,3,6465.0,79.2,48.2,8352.666666666666,83.73333333333333,1.56,21.0
MOIL-06,1,Nagpur,2,1,2023-08-01,8556.0,6188.0,81.8,52.9,248.2,0,24,8,3,6640.0,84.0,39.1,7487.333333333333,83.43333333333334,2.2,19.63
MOIL-06,1,Nagpur,2,1,2023-09-01,8980.0,5833.0,76.0,66.8,209.3,4,25,9,3,6188.0,81.8,52.9,6431.0,81.66666666666667,2.67,19.0
MOIL-06,1,Nagpur,2,1,2023-10-01,9865.0,9541.0,87.3,39.4,61.9,0,25,10,4,5833.0,76.0,66.8,6220.333333333333,80.60000000000001,1.58,21.82
MOIL-06,1,Nagpur,2,1,2023-11-01,10162.0,9345.0,86.1,49.0,29.9,0,23,11,4,9541.0,87.3,39.4,7187.333333333333,81.7,2.13,19.8
MOIL-06,1,Nagpur,2,1,2023-12-01,10074.0,9220.0,89.7,28.1,6.7,1,25,12,4,9345.0,86.1,49.0,8239.666666666666,83.13333333333334,1.12,22.42
MOIL-06,1,Nagpur,2,1,2024-01-01,10114.0,9598.0,88.2,43.1,8.9,0,26,1,1,9220.0,89.7,28.1,9368.666666666666,87.69999999999999,1.66,22.93
MOIL-06,1,Nagpur,2,1,2024-02-01,9632.0,8125.0,89.1,26.0,13.0,0,24,2,1,9598.0,88.2,43.1,9387.666666666666,88.0,1.08,21.38
MOIL-06,1,Nagpur,2,1,2024-03-01,10081.0,8338.0,83.6,59.2,17.5,0,24,3,1,8125.0,89.1,26.0,8981.0,89.0,2.47,20.06
MOIL-06,1,Nagpur,2,1,2024-04-01,9884.0,8309.0,91.4,29.7,22.3,2,25,4,2,8338.0,83.6,59.2,8687.0,86.96666666666665,1.19,22.85
MOIL-06,1,Nagpur,2,1,2024-05-01,10716.0,9917.0,87.3,37.3,40.0,0,26,5,2,8309.0,91.4,29.7,8257.333333333334,88.03333333333335,1.43,22.7
MOIL-06,1,Nagpur,2,1,2024-06-01,9451.0,8132.0,85.4,42.2,137.0,0,23,6,2,9917.0,87.3,37.3,8854.666666666666,87.43333333333334,1.83,19.64
MOIL-06,1,Nagpur,2,1,2024-07-01,8452.0,7268.0,80.4,59.9,338.7,0,26,7,3,8132.0,85.4,42.2,8786.0,88.03333333333335,2.3,20.9
MOIL-06,1,Nagpur,2,1,2024-08-01,8160.0,6915.0,83.5,61.3,265.7,0,26,8,3,7268.0,80.4,59.9,8439.0,84.36666666666667,2.36,21.71
MOIL-06,1,Nagpur,2,1,2024-09-01,9362.0,6985.0,80.9,43.6,232.3,0,23,9,3,6915.0,83.5,61.3,7438.333333333333,83.10000000000001,1.9,18.61
MOIL-06,1,Nagpur,2,1,2024-10-01,9621.0,9557.0,85.6,42.9,87.5,0,26,10,4,6985.0,80.9,43.6,7056.0,81.60000000000001,1.65,22.26
MOIL-06,1,Nagpur,2,1,2024-11-01,10421.0,8031.0,92.8,26.6,31.9,3,24,11,4,9557.0,85.6,42.9,7819.0,83.33333333333333,1.11,22.27
MOIL-06,1,Nagpur,2,1,2024-12-01,10139.0,7556.0,90.7,27.2,6.6,3,24,12,4,8031.0,92.8,26.6,8191.0,86.43333333333332,1.13,21.77
MOIL-06,1,Nagpur,2,1,2025-01-01,10935.0,11570.0,86.5,54.9,7.1,0,26,1,1,7556.0,90.7,27.2,8381.333333333334,89.7,2.11,22.49
MOIL-06,1,Nagpur,2,1,2025-02-01,10313.0,8612.0,84.1,45.2,10.5,0,23,2,1,11570.0,86.5,54.9,9052.333333333334,90.0,1.97,19.34
MOIL-06,1,Nagpur,2,1,2025-03-01,10151.0,8448.0,85.2,43.7,20.7,0,24,3,1,8612.0,84.1,45.2,9246.0,87.10000000000001,1.82,20.45
MOIL-06,1,Nagpur,2,1,2025-04-01,10621.0,9617.0,87.6,41.7,19.4,1,25,4,2,8448.0,85.2,43.7,9543.333333333334,85.26666666666667,1.67,21.9
MOIL-06,1,Nagpur,2,1,2025-05-01,10843.0,7530.0,91.0,25.5,49.6,5,25,5,2,9617.0,87.6,41.7,8892.333333333334,85.63333333333333,1.02,22.75
MOIL-06,1,Nagpur,2,1,2025-06-01,9411.0,7170.0,80.4,62.8,221.7,0,24,6,2,7530.0,91.0,25.5,8531.666666666666,87.93333333333332,2.62,19.3
MOIL-06,1,Nagpur,2,1,2025-07-01,8649.0,7110.0,80.8,60.7,172.8,0,26,7,3,7170.0,80.4,62.8,8105.666666666667,86.33333333333333,2.33,21.01
MOIL-06,1,Nagpur,2,1,2025-08-01,8348.0,6000.0,74.6,75.5,250.8,0,24,8,3,7110.0,80.8,60.7,7270.0,84.06666666666666,3.15,17.9
MOIL-06,1,Nagpur,2,1,2025-09-01,9093.0,7709.0,85.6,37.6,128.6,0,24,9,3,6000.0,74.6,75.5,6760.0,78.60000000000001,1.57,20.54
MOIL-06,1,Nagpur,2,1,2025-10-01,10142.0,9439.0,85.3,57.7,60.1,0,25,10,4,7709.0,85.6,37.6,6939.666666666667,80.33333333333333,2.31,21.32
MOIL-06,1,Nagpur,2,1,2025-11-01,10371.0,8916.0,87.6,40.9,16.2,0,23,11,4,9439.0,85.3,57.7,7716.0,81.83333333333333,1.78,20.15
MOIL-06,1,Nagpur,2,1,2025-12-01,10186.0,9640.0,84.6,59.0,11.9,0,25,12,4,8916.0,87.6,40.9,8688.0,86.16666666666667,2.36,21.15
MOIL-07,0,Balaghat,1,1,2022-01-01,27538.0,25942.0,83.9,50.0,11.1,0,25,1,1,22963.17142857143,85.78571428571429,45.965714285714284,23031.72857142857,85.6904761904762,2.0,20.98
MOIL-07,0,Balaghat,1,1,2022-02-01,29213.0,24517.0,85.5,46.0,13.8,0,23,2,1,25942.0,83.9,50.0,25942.0,83.9,2.0,19.66
MOIL-07,0,Balaghat,1,1,2022-03-01,27722.0,23924.0,83.9,57.2,19.6,0,24,3,1,24517.0,85.5,46.0,25229.5,84.7,2.38,20.14
MOIL-07,0,Balaghat,1,1,2022-04-01,26889.0,24019.0,82.9,61.2,13.5,0,24,4,2,23924.0,83.9,57.2,24794.333333333332,84.43333333333334,2.55,19.9
MOIL-07,0,Balaghat,1,1,2022-05-01,27807.0,22716.0,82.9,64.1,28.7,0,24,5,2,24019.0,82.9,61.2,24153.333333333332,84.10000000000001,2.67,19.9
MOIL-07,0,Balaghat,1,1,2022-06-01,24778.0,17377.0,81.1,62.6,207.7,0,23,6,2,22716.0,82.9,64.1,23553.0,83.23333333333333,2.72,18.65
MOIL-07,0,Balaghat,1,1,2022-07-01,22494.0,17224.0,80.7,51.4,366.7,3,25,7,3,17377.0,81.1,62.6,21370.666666666668,82.3,2.06,20.18
MOIL-07,0,Balaghat,1,1,2022-08-01,22764.0,16951.0,90.2,28.5,204.9,2,26,8,3,17224.0,80.7,51.4,19105.666666666668,81.56666666666666,1.1,23.45
MOIL-07,0,Balaghat,1,1,2022-09-01,23911.0,20500.0,88.1,38.9,274.3,0,25,9,3,16951.0,90.2,28.5,17184.0,84.0,1.56,22.02
MOIL-07,0,Balaghat,1,1,2022-10-01,26672.0,22249.0,84.0,51.7,70.2,1,24,10,4,20500.0,88.1,38.9,18225.0,86.33333333333333,2.15,20.16
